country,Region,lat,long,displayName,layerName,layerTitle,year,value,study.id,substudy.number,site,study.start.year,study.end.year,mutation,tested,present,Mixed.present,authors,publication.year,publication.Url,title,notes,pubMedId,marker.group,percentage,Mixed.percentage,included.or.excluded,PR,Prev_DR
Mauritania,West Africa,15.82,-9.41,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.03698550909757614,564,2,Kobenni,2010,2010,dhfr 108N,132,46,60,"Ould Ahmedou Salem MS, Mint Lekweiry K, Bouchiba H, Pascual A, Pradines B, Ould Mohamed Salem Boukhary A, Briolant S, Basco LK, Bogreau H",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28381273,"Characterization of Plasmodium falciparum genes associated with drug resistance in Hodh Elgharbi, a malaria hotspot near Malian-Mauritanian border.",NA,28381273,dhfr 108N,35,45,NA,3.698550909757614,34.84848484848485
Mauritania,West Africa,16.39,-10.16,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.03528710454702377,564,3,Tintane,2010,2010,dhfr 108N,83,27,33,"Ould Ahmedou Salem MS, Mint Lekweiry K, Bouchiba H, Pascual A, Pradines B, Ould Mohamed Salem Boukhary A, Briolant S, Basco LK, Bogreau H",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28381273,"Characterization of Plasmodium falciparum genes associated with drug resistance in Hodh Elgharbi, a malaria hotspot near Malian-Mauritanian border.",NA,28381273,dhfr 108N,33,40,NA,3.5287104547023773,32.53012048192771
Mozambique,Southern Africa,-25.27,32.87,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.04247186705470085,765,1,Palmeira,2016,2016,dhfr 108N,95,95,95,"Smith-Aguasca R, Gupta H, Uberegui E, Maquina M, Saute F, Paaijmans KP, Mayor A, Huijben S.",2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6796398/,Mosquitoes as a feasible sentinel group for anti-malarial resistance surveillance by Next Generation Sequencing of Plasmodium falciparum.,Sanger sequencing method data was used.,31623623,dhfr 108N,100,100,NA,4.247186705470085,100
Myanmar,SEA,24.79,97.56,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.03373168781399727,22898135,0,Lazan City,2009,2009,dhfr 108N,58,36,36,"Fang Huang, Linhua Tang, Henglin Yang, Shuisen Zhou, Xiaodong Sun, Hui Liu",2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3492106&tool=pmcentrez&rendertype=abstract,"Therapeutic efficacy of artesunate in the treatment of uncomplicated Plasmodium falciparum malaria and anti-malarial, drug-resistance marker polymorphisms in populations near the China-Myanmar border.",NA,22898135,dhfr 108N,62,62,NA,3.373168781399727,62.06896551724138
Niger,West Africa,17.61,8.08,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.1759200543165207,615,1,Gabi,2011,2012,dhfr 108N,118,82,82,"Grais RF, Laminou IM, Woi-Messe L, Makarimi R, Bouriema SH, Langendorf C, Amambua-Ngwa A, D'Alessandro U, Guérin PJ, Fandeur T, Sibley CH.",2018,https://www.ncbi.nlm.nih.gov/pubmed/29486766,Molecular markers of resistance to amodiaquine plus sulfadoxine-pyrimethamine in an area with seasonal malaria chemoprevention in south central Niger.,NA,29486766,dhfr 108N,69,69,NA,17.59200543165207,69.49152542372882
Nigeria,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2007,0.3218306005001068,553,2,Ibadan,2007,2008,dhfr 108N,190,189,189,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,"mixed excluded for haplotypes, children",27821281,dhfr 108N,100,100,E,32.18306005001068,99.47368421052632
Nigeria,West Africa,6.32,5.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.26619094610214233,553,4,Benin City,2014,2015,dhfr 108N,79,79,79,"Oguike MC, Falade CO, Shu E, Enato IG, Watila I, Baba ES, Bruce J, Webster J, Hamade P, Meek S, Chandramohan D, Sutherland CJ, Warhurst D, Roper C",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27821281,Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.,NA,27821281,dhfr 108N,100,100,NA,26.619094610214233,100
Nigeria,West Africa,6.52,3.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.043989941477775574,627,1,Lagos,2016,2016,dhfr 108N,65,65,65,Kolapo Muyiwa Oyebola,2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30103683,A barcode of multilocus nuclear DNA identifies genetic relatedness in pre- and post-Artemether/Lumefantrine treated Plasmodium falciparum in Nigeria.,NA,30103683,dhfr 108N,100,100,NA,4.398994147777557,100
Pakistan,Asia,33.73,73.09,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.0025218299124389887,23988011,0,Multiple,2011,2011,dhfr 108N,171,171,171,Khattak AA,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3765786&tool=pmcentrez&rendertype=abstract,A comprehensive survey of polymorphisms conferring anti-malarial resistance in Plasmodium falciparum across Pakistan.,Pfcrt flanking microsatellites,23988011,dhfr 108N,100,100,NA,0.25218299124389887,100
Pakistan,Asia,32.72,70.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.001286382437683642,717,1,"Bannu, Hangu, Peshawar, Thall",2016,2017,dhfr 108N,90,90,90,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,0.1286382437683642,100
Pakistan,Asia,28.64,69.19,NA,NA,NA,2016,NA,717,2,"Sui, Quetta, Deramurad Jamali, Zhob",2016,2017,dhfr 108N,52,52,52,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,NA,100
Pakistan,Asia,33.57,73.01,NA,NA,NA,2016,NA,717,2,Punjab,2016,2017,dhfr 108N,88,88,88,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,NA,100
Pakistan,Asia,34.08,71.18,NA,NA,NA,2016,NA,717,1,Khyber Agency,2016,2017,dhfr 108N,57,57,57,"Yaqoob A, Khattak AA, Nadeem MF, Fatima H, Mbambo G, Ouattara A, Adams M, Zeeshan N, Takala-Harrison S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30558587,Prevalence of molecular markers of sulfadoxine-pyrimethamine and artemisinin resistance in Plasmodium falciparum from Pakistan.,NA,30558587,dhfr 108N,100,100,NA,NA,100
Papua New Guinea,Oceania,-4.98,145.78,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.00023434705508407205,405,3,North Coast Madang,2006,2006,dhfr 108N,114,114,114,"Barnadas C, Timinao L, Javati S, Iga J, Malau E, Koepfli C, Robinson LJ, Senn N, Kiniboro B, Rare L, Reeder JC, Siba PM, Zimmerman PA, Karunajeewa H, Davis TM, Mueller I",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26452541,Significant geographical differences in prevalence of mutations associated with Plasmodium falciparum and Plasmodium vivax drug resistance in two regions from Papua New Guinea.,Mixed infections excluded,26452541,dhfr 108N,100,100,E,0.0234347055084072,100
Papua New Guinea,Oceania,-5.23,145.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.000004996203642804176,592,1,Madang,2006,2010,dhfr 108N,70,69,69,"Barnadas C, Senn N, Iga J, Timinao L, Javati S, Malau E, Rarau P, Reeder JC, Siba P, Karunajeewa H, Zimmerman PA, Davis TM, Mueller I",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=25155586,Plasmodium falciparum and Plasmodium vivax genotypes and efficacy of intermittent preventive treatment in Papua New Guinea.,Placebo site entered in Surveyor,25155586,dhfr 108N,99,99,NA,4.996203642804176e-4,98.57142857142858
Papua New Guinea,Oceania,-4.32,143.05,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.0011193116661161184,405,2,East Sepik Province,2006,2006,dhfr 108N,96,91,91,"Barnadas C, Timinao L, Javati S, Iga J, Malau E, Koepfli C, Robinson LJ, Senn N, Kiniboro B, Rare L, Reeder JC, Siba PM, Zimmerman PA, Karunajeewa H, Davis TM, Mueller I",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26452541,Significant geographical differences in prevalence of mutations associated with Plasmodium falciparum and Plasmodium vivax drug resistance in two regions from Papua New Guinea.,Mixed infections excluded,26452541,dhfr 108N,95,95,E,0.11193116661161184,94.79166666666666
Papua New Guinea,Oceania,-4.98,145.78,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.001182416221126914,405,1,North Coast Madang,2010,2010,dhfr 108N,63,62,62,"Barnadas C, Timinao L, Javati S, Iga J, Malau E, Koepfli C, Robinson LJ, Senn N, Kiniboro B, Rare L, Reeder JC, Siba PM, Zimmerman PA, Karunajeewa H, Davis TM, Mueller I",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26452541,Significant geographical differences in prevalence of mutations associated with Plasmodium falciparum and Plasmodium vivax drug resistance in two regions from Papua New Guinea.,Mixed infections excluded,26452541,dhfr 108N,100,100,E,0.1182416221126914,98.4126984126984
Philippines,SEA,8.82,117.5,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.014923782087862492,808,1,Rizal,2016,2016,dhfr 108N,123,66,66,"Bareng APN, Grignard L, Reyes R, Fornace K, Spencer F, Macalinao ML, Luchavez J, Espino FE, Drakeley C, Hafalla JCR.",2022,https://pubmed.ncbi.nlm.nih.gov/34883232/,"Prevalence and temporal changes of mutations linked to antimalarial drug resistance in Plasmodium falciparum and Plasmodium vivax in Palawan, Philippines.",NA,34883232,dhfr 108N,54,54,NA,1.4923782087862492,53.65853658536586
Qatar,Asia,25.35,51.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,null,754,1,Doha,2013,2016,dhfr 108N,108,102,102,Bansal D,2019,https://www.ncbi.nlm.nih.gov/pubmed/?term=31296112,Molecular surveillance of putative drug resistance markers of antifolate and artemisinin among imported Plasmodium falciparum in Qatar.,NA,31296112,dhfr 108N,94,94,NA,NA,94.44444444444444
Rwanda,East Africa,-2.31,30.06,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.06623948365449905,502,1,Ruhuha,2015,2015,dhfr 108N,190,190,190,"Kateera F, Nsobya SL, Tukwasibwe S, Hakizimana E, Mutesa L, Mens PF, Grobusch MP, van Vugt M, Kumar N",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27647575,Molecular surveillance of Plasmodium falciparum drug resistance markers reveals partial recovery of chloroquine susceptibility but sustained sulfadoxine-pyrimethamine resistance at two sites of different malaria transmission intensities in Rwanda.,NA,27647575,dhfr 108N,100,100,NA,6.623948365449905,100
Rwanda,East Africa,-2.13,29.31,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.02504286728799343,502,2,Mubuga,2015,2015,dhfr 108N,189,189,189,"Kateera F, Nsobya SL, Tukwasibwe S, Hakizimana E, Mutesa L, Mens PF, Grobusch MP, van Vugt M, Kumar N",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27647575,Molecular surveillance of Plasmodium falciparum drug resistance markers reveals partial recovery of chloroquine susceptibility but sustained sulfadoxine-pyrimethamine resistance at two sites of different malaria transmission intensities in Rwanda.,NA,27647575,dhfr 108N,100,100,NA,2.504286728799343,100
Senegal,West Africa,14.79,-16.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.03289664909243584,533,2,Thies,2008,2008,dhfr 108N,93,86,86,"Ndiaye D, Dieye B, Ndiaye YD, Van Tyne D, Daniels R, Bei AK, Mbaye A, Valim C, Lukens A, Mboup S, Ndir O, Wirth DF, Volkman S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=24533303,"Polymorphism in dhfr/dhps genes, parasite density and ex vivo response to pyrimethamine in Plasmodium falciparum malaria parasites in Thies, Senegal.",NA,24533303,dhfr 108N,94,94,NA,3.2896649092435837,92.47311827956987
Senegal,West Africa,14.76,-17.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.02514873631298542,22694921,0,Dakar,2009,2010,dhfr 108N,170,139,148,"Nathalie Wurtz, B<e9>caye Fall, Aur<e9>lie Pascual, Silmane Diawara, Kowry Sow, Eric Baret, Bakary Diatta, Khadidiatou B Fall, Pape S Mbaye, Fatou Fall, Yaya Di<e9>m<e9>, Christophe Rogier, Raymond Bercion, S<e9>bastien Briolant, Boubacar Wade, Bruno Pradines",2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3470961&tool=pmcentrez&rendertype=abstract,"Prevalence of molecular markers of Plasmodium falciparum drug resistance in Dakar, Senegal.",NA,22694921,dhfr 108N,82,87,NA,2.514873631298542,81.76470588235294
Senegal,West Africa,14.79,-16.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.02365168184041977,533,3,Thies,2009,2009,dhfr 108N,84,67,67,"Ndiaye D, Dieye B, Ndiaye YD, Van Tyne D, Daniels R, Bei AK, Mbaye A, Valim C, Lukens A, Mboup S, Ndir O, Wirth DF, Volkman S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=24533303,"Polymorphism in dhfr/dhps genes, parasite density and ex vivo response to pyrimethamine in Plasmodium falciparum malaria parasites in Thies, Senegal.",NA,24533303,dhfr 108N,94,94,NA,2.365168184041977,79.76190476190477
Senegal,West Africa,14.76,-17.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.044083259999752045,23510258,0,Dakar,2010,2011,dhfr 108N,155,127,127,Fall B,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3606842&tool=pmcentrez&rendertype=abstract,"Plasmodium falciparum susceptibility to anti-malarial drugs in Dakar, Senegal, in 2010: an ex vivo and drug resistance molecular markers study.",In vitro,23510258,dhfr 108N,82,82,NA,4.4083259999752045,81.93548387096774
Senegal,West Africa,14.79,-16.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.03689536079764366,533,4,Thies,2010,2010,dhfr 108N,94,83,83,"Ndiaye D, Dieye B, Ndiaye YD, Van Tyne D, Daniels R, Bei AK, Mbaye A, Valim C, Lukens A, Mboup S, Ndir O, Wirth DF, Volkman S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=24533303,"Polymorphism in dhfr/dhps genes, parasite density and ex vivo response to pyrimethamine in Plasmodium falciparum malaria parasites in Thies, Senegal.",NA,24533303,dhfr 108N,94,94,NA,3.689536079764366,88.29787234042553
Senegal,West Africa,12.57,-12.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.10494758933782578,732,1,Kedougou Region,2011,2011,dhfr 108N,240,94,94,"Ndiaye JLA, Ndiaye Y, Ba MS, Faye B, Ndiaye M, Seck A, Tine R, Thior PM, Atwal S, Beshir K, Sutherland C, Gaye O, Milligan P.",2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6415816/pdf/pmed.1002762.pdf,"Seasonal malaria chemoprevention combined with community case management of malaria in children under 10 years of age, over 5 months, in south-east Senegal: A cluster-randomised trial.",NA,30865632,dhfr 108N,39,39,NA,10.494758933782578,39.166666666666664
Senegal,West Africa,14.79,-16.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.031560976058244705,533,5,Thies,2011,2011,dhfr 108N,130,122,122,"Ndiaye D, Dieye B, Ndiaye YD, Van Tyne D, Daniels R, Bei AK, Mbaye A, Valim C, Lukens A, Mboup S, Ndir O, Wirth DF, Volkman S",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=24533303,"Polymorphism in dhfr/dhps genes, parasite density and ex vivo response to pyrimethamine in Plasmodium falciparum malaria parasites in Thies, Senegal.",NA,24533303,dhfr 108N,94,94,NA,3.1560976058244705,93.84615384615384
Senegal,West Africa,14.76,-17.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.04438228905200958,515,1,Dakar,2013,2014,dhfr 108N,99,87,87,"Boussaroque A, Fall B, Madamet M, Wade KA, Fall M, Nakoulima A, Fall KB, Dionne P, Benoit N, Diatta B, Diem<e9> Y, Wade B, Pradines B",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27387549,"Prevalence of anti-malarial resistance genes in Dakar, Senegal from 2013 to 2014.",NA,27387549,dhfr 108N,88,88,NA,4.438228905200958,87.87878787878788
Senegal,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.03427685424685478,570,1,Pikine,2014,2014,dhfr 108N,51,50,51,"Mbaye A, Gaye A, Dieye B, Ndiaye YD, Bei AK, Affara M, Deme AB, Yade MS, Diongue K, Ndiaye IM, Ndiaye T, Sy M, Sy N, Koita O, Krogstad DJ, Volkman S, Nwakanma D, Ndiaye D",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28615016,"Ex vivo susceptibility and genotyping of Plasmodium falciparum isolates from Pikine, Senegal.",NA,28615016,dhfr 108N,98,100,NA,3.427685424685478,98.0392156862745
Senegal,West Africa,13.86,-14.47,NA,NA,NA,2009,NA,520,1,Tambacound,2009,2009,dhfr 108N,73,53,53,"Ndiaye M, Tine R, Faye B, Ndiaye JL, Lo AC, Sylla K, Abiola A, Dieng Y, Ndiaye D, Hallett R, Gaye O, Alifrangis M",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23589534,Selection of antimalarial drug resistance after intermittent preventive treatment of infants and children (IPTi/c) in Senegal.,NA,23589534,dhfr 108N,91,91,I,NA,72.6027397260274
Senegal,West Africa,13.86,-14.47,NA,NA,NA,2010,NA,520,2,Tambacound,2010,2010,dhfr 108N,76,69,69,"Ndiaye M, Tine R, Faye B, Ndiaye JL, Lo AC, Sylla K, Abiola A, Dieng Y, Ndiaye D, Hallett R, Gaye O, Alifrangis M",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23589534,Selection of antimalarial drug resistance after intermittent preventive treatment of infants and children (IPTi/c) in Senegal.,NA,23589534,dhfr 108N,91,91,I,NA,90.78947368421052
Sierra Leone,West Africa,8.87,-12.04,NA,NA,NA,2016,NA,632,3,Makeni,2016,2016,dhfr 108N,114,114,114,"Smith SJ, Kamara ARY, Sahr F, Samai M, Swaray AS, Menard D, Warsame M.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29932931,"Efficacy of artemisinin-based combination therapies and prevalence of molecular markers associated with artemisinin, piperaquine and sulfadoxine-pyrimethamine resistance in Sierra Leone.",NA,29932931,dhfr 108N,100,100,NA,NA,100
Sierra Leone,West Africa,7.96,-11.74,NA,NA,NA,2016,NA,632,1,Bo,2016,2016,dhfr 108N,117,117,117,"Smith SJ, Kamara ARY, Sahr F, Samai M, Swaray AS, Menard D, Warsame M.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29932931,"Efficacy of artemisinin-based combination therapies and prevalence of molecular markers associated with artemisinin, piperaquine and sulfadoxine-pyrimethamine resistance in Sierra Leone.",NA,29932931,dhfr 108N,100,100,NA,NA,100
Sierra Leone,West Africa,7.86,-11.2,NA,NA,NA,2016,NA,632,2,Kenema,2016,2016,dhfr 108N,64,64,64,"Smith SJ, Kamara ARY, Sahr F, Samai M, Swaray AS, Menard D, Warsame M.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29932931,"Efficacy of artemisinin-based combination therapies and prevalence of molecular markers associated with artemisinin, piperaquine and sulfadoxine-pyrimethamine resistance in Sierra Leone.",NA,29932931,dhfr 108N,100,100,NA,NA,100
Solomon Islands,Oceania,-8.77,160.7,NA,NA,NA,2008,NA,455,3,Malita Province,2008,2008,dhfr 108N,58,58,58,"Gresty KJ, Gray KA, Bobogare A, Wini L, Taleo G, Hii J, Cheng Q, Waters NC",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=25311473,Genetic mutations in Plasmodium falciparum and Plasmodium vivax dihydrofolate reductase (DHFR) and dihydropteroate synthase (DHPS) in Vanuatu and Solomon Islands prior to the introduction of artemisinin combination therapy.,NA,25311473,dhfr 108N,100,100,NA,NA,100
South Sudan,East Africa,10.12,32.49,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.0715441033244133,761,3,Upper Nile,2009,2012,dhfr 108N,73,69,69,"Bakhiet AMA, Abdelraheem MH, Kheir A, Omer S, Gismelseed L, Abdel-Muhsin AA, Naiem A, Al Hosni A, Al Dhuhli A, Al Rubkhi M, Al-Hamidhi S, Gadalla A, Mukhtar M, Sultan AA, Babiker HA.",2019,https://www.ncbi.nlm.nih.gov/pubmed/31369106,Evolution of Plasmodium falciparum drug resistance genes following artemisinin combination therapy in Sudan.,NA,31369106,dhfr 108N,95,95,NA,7.15441033244133,94.52054794520548
Sudan,East Africa,15.45,36.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.010140560567378998,761,4,Kassala City,2009,2012,dhfr 108N,74,68,68,"Bakhiet AMA, Abdelraheem MH, Kheir A, Omer S, Gismelseed L, Abdel-Muhsin AA, Naiem A, Al Hosni A, Al Dhuhli A, Al Rubkhi M, Al-Hamidhi S, Gadalla A, Mukhtar M, Sultan AA, Babiker HA.",2019,https://www.ncbi.nlm.nih.gov/pubmed/31369106,Evolution of Plasmodium falciparum drug resistance genes following artemisinin combination therapy in Sudan.,NA,31369106,dhfr 108N,92,92,NA,1.0140560567378998,91.8918918918919
Sudan,East Africa,14.43,33.08,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.016649050638079643,761,1,Gezira,2009,2012,dhfr 108N,75,72,72,"Bakhiet AMA, Abdelraheem MH, Kheir A, Omer S, Gismelseed L, Abdel-Muhsin AA, Naiem A, Al Hosni A, Al Dhuhli A, Al Rubkhi M, Al-Hamidhi S, Gadalla A, Mukhtar M, Sultan AA, Babiker HA.",2019,https://www.ncbi.nlm.nih.gov/pubmed/31369106,Evolution of Plasmodium falciparum drug resistance genes following artemisinin combination therapy in Sudan.,NA,31369106,dhfr 108N,96,96,NA,1.6649050638079643,96
Sudan,East Africa,10.66,24.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.03370498865842819,761,2,South Darfur,2009,2012,dhfr 108N,74,73,73,"Bakhiet AMA, Abdelraheem MH, Kheir A, Omer S, Gismelseed L, Abdel-Muhsin AA, Naiem A, Al Hosni A, Al Dhuhli A, Al Rubkhi M, Al-Hamidhi S, Gadalla A, Mukhtar M, Sultan AA, Babiker HA.",2019,https://www.ncbi.nlm.nih.gov/pubmed/31369106,Evolution of Plasmodium falciparum drug resistance genes following artemisinin combination therapy in Sudan.,NA,31369106,dhfr 108N,99,99,NA,3.370498865842819,98.64864864864865
Sudan,East Africa,15.45,36.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.018872899934649467,435,1,Kassala City,2011,2011,dhfr 108N,79,77,77,"Adeel AA, Elnour FA, Elmardi KA, Abd-Elmajid MB, Elhelo MM, Ali MS, Adam MA, Atta H, Zamani G, Warsame M, Barrette A, Mohammady HE, Nada RA",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27209063,High efficacy of artemether-lumefantrine and declining efficacy of artesunate<a0>+<a0>sulfadoxine-pyrimethamine against Plasmodium falciparum in Sudan (2010-2015): evidence from in vivo and molecular marker studies.,NA,27209063,dhfr 108N,97,97,NA,1.8872899934649467,97.46835443037976
