Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2013,44.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2013,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2017,41.4,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2009,26.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2009,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2013,46.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2013,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2017,42,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2006,21,Units,%,Reported,Free,,,,,,Sudan Household and Health Survey 2006,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2009,25.3,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2009,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2013,45.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2013,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2017,41.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2006-2017,Under 5 years old
South Sudan,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2017,27.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2017,Total
South Sudan,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2009,53.2,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2009,,,End of fieldwork,,2009-2017,Total
South Sudan,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2010,34.2,Units,%,Reported,Free,,,,,,The South Sudan Household Health Survey 2010,,,End of fieldwork,,2009-2017,Total
South Sudan,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2013,66.1,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2013,,,End of fieldwork,,2009-2017,Total
South Sudan,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2017,62.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2009-2017,Total
South Sudan,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2009,35.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2009,,,End of fieldwork,,2009-2017,15 to 49 years old
South Sudan,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2017,51,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2009-2017,15 to 49 years old
South Sudan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2010,8.1,Units,%,Reported,Free,,,,,,The South Sudan Household Health Survey 2010,,,End of fieldwork,,2009-2010,Under 5 years old
South Sudan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2010,8.2,Units,%,Reported,Free,,,,,,The South Sudan Household Health Survey 2010,,,End of fieldwork,,2009-2010,Under 5 years old
South Sudan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2009,50.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2009,,,End of fieldwork,,2009-2010,Under 5 years old
South Sudan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2010,8.2,Units,%,Reported,Free,,,,,,The South Sudan Household Health Survey 2010,,,End of fieldwork,,2009-2010,Under 5 years old
South Sudan,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2013,56.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2012-2013,,,End of fieldwork,,2013,Under 5 years old
South Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2010,28,Units,%,Reported,Free,,,,,,The South Sudan Household Health Survey 2010,,,End of fieldwork,,2009-2013,Under 5 years old
South Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2010,28.1,Units,%,Reported,Free,,,,,,The South Sudan Household Health Survey 2010,,,End of fieldwork,,2009-2013,Under 5 years old
South Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2009,27.2,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2009,,,End of fieldwork,,2009-2013,Under 5 years old
South Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2010,28,Units,%,Reported,Free,,,,,,The South Sudan Household Health Survey 2010,,,End of fieldwork,,2009-2013,Under 5 years old
South Sudan,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2013,27.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2013,,,End of fieldwork,,2009-2013,Under 5 years old
South-Eastern Asia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2022,13.7,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2022,Under 5 years old
South-Eastern Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2022,75.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
South-Eastern Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2022,78.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
South-Eastern Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2022,75.7,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2022,6,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2022,Under 5 years old
Southeast Asia,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2022,4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Southeast Asia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2022,8.6,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Southeast Asia,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2022,4.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Southeast Asia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2022,5.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2022,6.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2022,6,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2022,78.2,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2022,79.6,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2022,78.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2022,13.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2022,13.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southeast Asia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2022,13.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2022,67.7,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2022,69,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2022,68.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2022,3.6,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2022,Under 5 years old
Southern Asia,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2022,3.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Southern Asia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2022,7.3,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Southern Asia,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2022,3.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Southern Asia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2022,5.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2022,5.2,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2022,5.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2022,76.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2022,78.2,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2022,77.4,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2022,13.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2022,13.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Southern Asia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2022,13.5,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sri Lanka,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2007,2.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006-2007,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2016,3.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2007,2.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006-2007,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2016,3.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2007,2.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006-2007,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2016,3.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2016,2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2016,Total
Sri Lanka,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2007,4.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006-2007,,,End of fieldwork,,2007-2016,Total
Sri Lanka,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2016,6.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2007-2016,Total
Sri Lanka,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2016,3.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2016,15 to 49 years old
Sri Lanka,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2007,83.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006-2007,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2016,91.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2007,86.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006-2007,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2016,92.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2007,85.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006-2007,,,End of fieldwork,,2007-2016,Under 5 years old
Sri Lanka,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2016,92.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2007-2016,Under 5 years old
Sub-Saharan Africa,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2022,26,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Sub-Saharan Africa,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2022,26,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Sub-Saharan Africa,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2022,57.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2022,Under 5 years old
Sub-Saharan Africa,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2022,58.3,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2022,Under 5 years old
Sub-Saharan Africa,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2022,36,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Sub-Saharan Africa,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2022,36,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Sub-Saharan Africa,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2022,66.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Sub-Saharan Africa,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2022,66.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Total
Sub-Saharan Africa,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2022,56.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Sub-Saharan Africa,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2022,56.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,15 to 49 years old
Sub-Saharan Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2022,54.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2022,54.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2022,53.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2022,53.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2022,56.2,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2022,56.2,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2022,58.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2022,58.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2022,58.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2022,58.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2022,58.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2022,58.8,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2022,29.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2022,29.1,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2022,29.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2022,29.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2022,29.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sub-Saharan Africa,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2022,29.9,Units,%,Reanalysed,Free,,,,,,Population weighted averages calculated by UNICEF using WPP2022 weights,,,End of fieldwork,,2016-2022,Under 5 years old
Sudan,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2010,0.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,15 to 49 years old
Sudan,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2006,30,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey (Reanalyzed) 2006,,,End of fieldwork,,2006,Under 5 years old
Sudan,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2010,25,Units,%,Reported,Free,,,,,,Sudan Household Health Survey revised 2010,,,End of fieldwork,,2010,Total
Sudan,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2010,33.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2010,Under 5 years old
