year,country,ACT,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
2003,Sierra Leone,NA,NA,NA,West Africa,8.48,-13.23,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.248338252,17033142,17,NA,1998,2003,pfcrt 76T,1,0,0,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,0,NA,24.83382523,0,NA
2000,Solomon Islands,NA,NA,NA,Oceania,-9.45,159.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.009126481,14576108,4,NA,2000,2000,pfcrt 76T,4,4,4,Chen N,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=14576108,NA,14576108,pfcrt Allelic types with two novel amino acid mutations in chloroquine-resistant Plasmodium falciparum isolates from the Philippines.,Amodiaquine,pfcrt 76T,100,NA,0.912648067,100,NA
2005,Solomon Islands,NA,NA,NA,Oceania,-8,159,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3804214,20925934,0,Tetere,2004,2005,pfcrt 76T,62,62,62,Ballif M,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2959069&tool=pmcentrez&rendertype=abstract,Asymptomatic,20925934,Monitoring of malaria parasite resistance to chloroquine and sulphadoxine-pyrimethamine in the Solomon Islands by DNA microarray technology.,Amodiaquine,pfcrt 76T,100,NA,38.04214001,100,NA
2001,South Africa,NA,NA,NA,Southern Africa,-29.8,30.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,779,1,Mpumalanga,2001,2001,pfcrt 76T,22,18,18,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,NA,31438951,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",Amodiaquine,pfcrt 76T,82,NA,0,81.81818182,NA
2003,South Africa,NA,NA,NA,Southern Africa,-33.92,18.42,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,16154388,23,NA,1998,2003,pfcrt 76T,1,1,1,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,0,100,NA
2003,South Africa,NA,NA,NA,Southern Africa,-33.92,18.42,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,17033142,21,NA,1998,2003,pfcrt 76T,1,1,1,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,100,NA,0,100,NA
2001,South Sudan,NA,NA,NA,East Africa,4.84,31.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.368754715,13677373,0,NA,2001,2001,pfcrt 76T,85,26,26,Ochong EO,2003,http://www.ncbi.nlm.nih.gov/pubmed/13677373,Clinical CQ and AQ data available.,13677373,Short report: association between chloroquine and amodiaquine resistance and allelic variation in the Plasmodium falciparum multiple drug resistance 1 gene and the chloroquine resistance transporter gene in isolates from the upper Nile in southern Sudan.,Amodiaquine,pfcrt 76T,31,NA,36.87547147,30.58823529,NA
2000,Sudan,NA,NA,NA,East Africa,16.09,30.09,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.036607653,15031793,6,Asar,2000,2000,pfcrt 76T,38,36,36,Abdel-Muhsin AMA,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031793,NA,15031793,Evolution of drug-resistance genes in Plasmodium falciparum in an area of seasonal malaria transmission in Eastern Sudan.,Amodiaquine,pfcrt 76T,95,NA,3.66076529,94.73684211,NA
2001,Sudan,NA,NA,NA,East Africa,15.62,32.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.009619024,16171768,2,Haj Yousif,2001,2001,pfcrt 76T,78,78,78,Tagelsir N,2006,http://www.ncbi.nlm.nih.gov/pubmed/16171768,Clinical CQ data available.,16171768,High frequency of Plasmodium falciparum PfCRT K76T and PfpghN86Y in patients clearing infection after chloroquine treatment in the Sudan.,Amodiaquine,pfcrt 76T,100,NA,0.961902365,100,NA
2001,Sudan,NA,NA,NA,East Africa,14.03,35.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.083627254,16171768,1,Gadaref,2001,2001,pfcrt 76T,81,78,81,Tagelsir N,2006,http://www.ncbi.nlm.nih.gov/pubmed/16171768,Clinical CQ data available.,16171768,High frequency of Plasmodium falciparum PfCRT K76T and PfpghN86Y in patients clearing infection after chloroquine treatment in the Sudan.,Amodiaquine,pfcrt 76T,100,NA,8.362725377,96.2962963,NA
2001,Sudan,NA,NA,NA,East Africa,14.04,35.39,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.083627254,17693716,0,Gedarif Hospital,2000,2001,pfcrt 76T,47,38,38,A-Elbasit IE,2007,http://www.ncbi.nlm.nih.gov/pubmed/17693716,Severe malaria,17693716,Genetic fingerprints of parasites causing severe malaria in a setting of low transmission in Sudan.,Amodiaquine,pfcrt 76T,81,NA,8.362725377,80.85106383,NA
2001,Sudan,NA,NA,NA,East Africa,14.04,35.39,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.083627254,16336938,0,Gedarif Hospital,2000,2001,pfcrt 76T,100,80,81,Giha HA,2006,http://www.ncbi.nlm.nih.gov/pubmed/16336938,Stratification of genotypes in mild vs. Sever,16336938,Drug resistance-virulence relationship in Plasmodium falciparum causing severe malaria in an area of seasonal and unstable transmission.,Amodiaquine,pfcrt 76T,81,NA,8.362725377,80,NA
2001,Sudan,NA,NA,NA,East Africa,16.09,30.09,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.038295627,15031793,7,Asar,2001,2001,pfcrt 76T,48,42,42,Abdel-Muhsin AMA,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031793,NA,15031793,Evolution of drug-resistance genes in Plasmodium falciparum in an area of seasonal malaria transmission in Eastern Sudan.,Amodiaquine,pfcrt 76T,95,NA,3.829562664,87.5,NA
2002,Sudan,NA,NA,NA,East Africa,9.54,30.41,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.181036577,14641841,0,Akuem,2002,2002,pfcrt 76T,97,56,64,Anderson TJC,2003,http://www.ncbi.nlm.nih.gov/pubmed/14641841,NA,14641841,Molecular assessment of drug resistance in Plasmodium falciparum from Bahr El Gazal province,Amodiaquine,pfcrt 76T,66,NA,18.10365766,57.73195876,NA
2003,Sudan,NA,NA,NA,East Africa,14.03,35.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.032365005,16690361,0,Gedarif State,2002,2003,pfcrt 76T,50,33,45,Osman ME,2007,http://www.ncbi.nlm.nih.gov/pubmed/16690361,Clinical CQ+SP and CQ+DHA data available.,16690361,Field-based evidence for linkage of mutations associated with chloroquine (pfcrt/pfmdr1) and sulfadoxine-pyrimethamine (pfdhfr/pfdhps) resistance and for the fitness cost of multiple mutations in P. falciparum.,Amodiaquine,pfcrt 76T,90,NA,3.236500546,66,NA
2003,Sudan,NA,NA,NA,East Africa,16.09,30.09,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.02502095,18373107,0,Daraweesh,2003,2003,pfcrt 76T,168,157,157,A-Elbasit IE,2008,http://www.ncbi.nlm.nih.gov/pubmed/18373107,"Clinical data SP, SP+CQ available.",18373107,"High frequency of Plasmodium falciparum CICNI/SGEAA and CVIET haplotypes without association with resistance to sulfadoxine/pyrimethamine and chloroquine combination in the Daraweesh area, in Sudan.",Amodiaquine,pfcrt 76T,93,NA,2.502094954,93.45238095,NA
2003,Sudan,NA,NA,NA,East Africa,11.18,30.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.059916191,15869770,0,Limun village,2003,2003,pfcrt 76T,160,127,144,Hamour S,2005,http://www.ncbi.nlm.nih.gov/pubmed/15869770,"Clinical AS+SP, AS+AQ data available.",15869770,Malaria in the Nuba Mountains of Sudan: baseline genotypic resistance and efficacy of the artesunate plus sulfadoxine-pyrimethamine and artesunate plus amodiaquine combinations.,Amodiaquine,pfcrt 76T,90,NA,5.99161908,79.375,NA
2004,Suriname,NA,NA,NA,South America,5.85,-55.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,16282289,0,Multiple,2003,2004,pfcrt 76T,72,72,72,Peek R,2005,http://www.ncbi.nlm.nih.gov/pubmed/16282289,NA,16282289,Drug resistance and genetic diversity of Plasmodium falciparum parasites from suriname.,Amodiaquine,pfcrt 76T,100,NA,0,100,NA
2002,Tanzania,NA,NA,NA,East Africa,-7.77,35.69,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.089102462,16154388,21,Iringa,2002,2002,pfcrt 76T,17,11,11,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Mixed infections excluded. In vitro data avai,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,65,E,8.910246193,64.70588235,NA
2003,Tanzania,NA,NA,NA,East Africa,-6.31,34.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.229879513,16703518,3,Kwamasimba,2003,2003,pfcrt 76T,57,47,56,Alifrangis M,2006,http://www.ncbi.nlm.nih.gov/pubmed/16703518,NA,16703518,Occurrence of the Southeast Asian/South American SVMNT haplotype of the chloroquine-resistance transporter gene in Plasmodium falciparum in Tanzania.,Amodiaquine,pfcrt 76T,98,NA,22.98795134,82.45614035,NA
2003,Tanzania,NA,NA,NA,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.10479787,17033142,20,NA,1998,2003,pfcrt 76T,1,1,1,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,100,NA,10.47978699,100,NA
2003,Tanzania,NA,NA,NA,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.10479787,16154388,20,NA,1998,2003,pfcrt 76T,1,1,1,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,10.47978699,100,NA
2003,Tanzania,NA,NA,NA,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.200632289,17467344,2,NA,2002,2003,pfcrt 76T,201,193,193,Holmgren G,2007,http://www.ncbi.nlm.nih.gov/pubmed/17467344,Clinical ASAQ data and post-treatment genotyp,17467344,Selection of pfmdr1 mutations after amodiaquine monotherapy and amodiaquine plus artemisinin combination therapy in East Africa.,Amodiaquine,pfcrt 76T,96,I,20.06322891,96.0199005,NA
2003,Tanzania,NA,NA,NA,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.200632289,16163624,0,"Micheweni, Kivunge",2002,2003,pfcrt 76T,396,383,383,Mårtensson A,2005,http://www.ncbi.nlm.nih.gov/pubmed/16163624,Clinical AS+AQ and AL data and post-treatment,16163624,Efficacy of artesunate plus amodiaquine versus that of artemether-lumefantrine for the treatment of uncomplicated childhood Plasmodium falciparum malaria in Zanzibar,Amodiaquine,pfcrt 76T,97,I,20.06322891,96.71717172,NA
2003,Tanzania,NA,NA,NA,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.200632289,15717281,0,"Micheweni, Kivunge",2002,2003,pfcrt 76T,189,184,185,Sisowath C,2005,http://www.ncbi.nlm.nih.gov/pubmed/15717281,Post-treatment (AL) genotype data available.,15717281,In vivo selection of Plasmodium falciparum pfmdr1 86N coding alleles by artemether-lumefantrine (Coartem).,Amodiaquine,pfcrt 76T,98,NA,20.06322891,97.35449735,NA
2003,Tanzania,NA,NA,NA,East Africa,-5.02,32.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.163402453,16703518,1,Mkokola,2003,2003,pfcrt 76T,99,63,96,Alifrangis M,2006,http://www.ncbi.nlm.nih.gov/pubmed/16703518,NA,16703518,Occurrence of the Southeast Asian/South American SVMNT haplotype of the chloroquine-resistance transporter gene in Plasmodium falciparum in Tanzania.,Amodiaquine,pfcrt 76T,98,NA,16.34024531,63.63636364,NA
2003,Tanzania,NA,NA,NA,East Africa,-5.02,32.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.163402453,19346369,1,"Mkokola, Kwamasimba",2003,2003,pfcrt 76T,159,109,151,Alifrangis M,2009,http://www.ajtmh.org/content/80/4/523.long,NA,19346369,"Five-year surveillance of molecular markers of Plasmodium falciparum antimalarial drug resistance in Korogwe District, Tanzania: accumulation of the 581G mutation in the P. falciparum dihydropteroate synthase gene.",Amodiaquine,pfcrt 76T,97,NA,16.34024531,68.55345912,NA
2005,Tanzania,NA,NA,NA,East Africa,-5.18,38.79,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.467845649,25890383,3,Muheza,2005,2005,pfcrt 76T,76,68,70,Gadalla N,2015,http://www.ncbi.nlm.nih.gov/pubmed/25890383,NA,25890383,"Prevalence of Plasmodium falciparum anti-malarial resistance-associated polymorphisms in pfcrt, pfmdr1 and pfnhe1 in Muheza, Tanzania, prior to introduction of artemisinin combination therapy.",Amodiaquine,pfcrt 76T,100,NA,46.78456485,89.47368421,NA
2005,Tanzania,NA,NA,NA,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.049419813,17467344,3,NA,2005,2005,pfcrt 76T,177,170,170,Holmgren G,2007,http://www.ncbi.nlm.nih.gov/pubmed/17467344,Clinical ASAQ data and post-treatment genotyp,17467344,Selection of pfmdr1 mutations after amodiaquine monotherapy and amodiaquine plus artemisinin combination therapy in East Africa.,Amodiaquine,pfcrt 76T,96,I,4.941981286,96.04519774,NA
2005,Tanzania,NA,NA,NA,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.049419813,25917493,1,"Micheweni, North A",2005,2005,pfcrt 76T,119,105,119,Morris U,2015,http://www.ncbi.nlm.nih.gov/pubmed/25917493,Asymptomatic,25917493,"Characterising temporal trends in asymptomatic Plasmodium infections and transporter polymorphisms during transition from high to low transmission in Zanzibar, 2005-2013",Amodiaquine,pfcrt 76T,100,NA,4.941981286,88.23529412,NA
2005,Tanzania,NA,NA,NA,East Africa,-8.9,33.45,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.032487594,17224049,0,"Mbeya, Matema",2004,2005,pfcrt 76T,86,37,43,Schönfeld M,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1781949&tool=pmcentrez&rendertype=abstract,NA,17224049,Molecular surveillance of drug-resistance associated mutations of Plasmodium falciparum in south-west Tanzania.,Amodiaquine,pfcrt 76T,50,NA,3.248759359,43.02325581,NA
2002,Thailand,NA,NA,NA,SEA,19.71,98.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00032683,715,1,Thai-Myanmar border,2002,2002,pfcrt 76T,11,11,11,"Iwagami M, Tangpukdee N, Wilairatana P, Krudsood S, Dao LD, Nakazawa S, Sinuon M, Socheat D, Yasuoka J, Jimba M, Watanabe H, Kobayashi J, Toma H, Vanisaveth V, Hongvanthong B, Brey PT, Kano S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30165262,NA,30165262,Pfcrt genotypes and related microsatellite DNA polymorphisms on Plasmodium falciparum differed among populations in the Greater Mekong Subregion.,Amodiaquine,pfcrt 76T,100,NA,0.032682961,100,NA
2002,Thailand,NA,NA,NA,SEA,16.61,98.59,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.002026245,16024377,1,Mawker-Thai,2002,2002,pfcrt 76T,49,49,49,Nash D,2005,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1559806&tool=pmcentrez&rendertype=abstract,Mixed infections excluded. Pfcrt flanking mic,16024377,Selection strength and hitchhiking around two anti-malarial resistance genes.,Amodiaquine,pfcrt 76T,100,E,0.2026245,100,NA
2003,Thailand,NA,NA,NA,SEA,16.88,99.13,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",9.91528E-05,16045457,1,"Tak, Chanthaburi",2001,2003,pfcrt 76T,100,99,99,Congpuong K,2005,http://www.ncbi.nlm.nih.gov/pubmed/16045457,In vitro data available.,16045457,Molecular epidemiology of drug resistance markers of Plasmodium falciparum malaria in Thailand.,Amodiaquine,pfcrt 76T,99,NA,0.009915283,99,NA
2003,Thailand,NA,NA,NA,SEA,12.61,102.1,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.006923103,20449753,2,"Trad, Chantaburi",2003,2003,pfcrt 76T,21,21,21,Mungthin M,2010,http://www.ncbi.nlm.nih.gov/pubmed/20449753,In vitro data,20449753,The patterns of mutation and amplification of Plasmodium falciparum pfcrt and pfmdr1 genes in Thailand during the year 1988 to 2003.,Amodiaquine,pfcrt 76T,100,NA,0.692310324,100,NA
2003,Thailand,NA,NA,NA,SEA,12.61,102.1,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.006923103,20449753,2,"Trad, Chantaburi",2003,2003,pfcrt 76T,21,21,21,Mungthin M,2010,http://www.ncbi.nlm.nih.gov/pubmed/20449753,In vitro data,20449753,The patterns of mutation and amplification of Plasmodium falciparum pfcrt and pfmdr1 genes in Thailand during the year 1988 to 2003.,Amodiaquine,pfcrt 76T,100,NA,0.692310324,100,NA
2003,Thailand,NA,NA,NA,SEA,14.02,99.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,22453078,1,Kanchanaburi Province,2000,2003,pfcrt 76T,33,33,33,Takahashi N,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3369212&tool=pmcentrez&rendertype=abstract,Pfcrt flanking microsatellites. Nc.,22453078,Large-scale survey for novel genotypes of Plasmodium falciparum chloroquine-resistance gene pfcrt.,Amodiaquine,pfcrt 76T,100,NA,0,100,NA
2003,Thailand,NA,NA,NA,SEA,14.02,99.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,21320353,0,"Kanchanaburi, Tak, Ratchaburi, Ranong and Chantaburi Provinces",1998,2003,pfcrt 76T,95,95,95,Chaijaroenkul W,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3055224&tool=pmcentrez&rendertype=abstract,New pfcrt SNPs and deletions identified in on,21320353,Sequence and gene expression of chloroquine resistance transporter (pfcrt) in the association of in vitro drugs resistance of Plasmodium falciparum.,Amodiaquine,pfcrt 76T,100,NA,0,100,NA
2003,Thailand,NA,NA,NA,SEA,19.71,98.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000243352,715,3,Thai-Myanmar border,2003,2003,pfcrt 76T,15,15,15,"Iwagami M, Tangpukdee N, Wilairatana P, Krudsood S, Dao LD, Nakazawa S, Sinuon M, Socheat D, Yasuoka J, Jimba M, Watanabe H, Kobayashi J, Toma H, Vanisaveth V, Hongvanthong B, Brey PT, Kano S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30165262,NA,30165262,Pfcrt genotypes and related microsatellite DNA polymorphisms on Plasmodium falciparum differed among populations in the Greater Mekong Subregion.,Amodiaquine,pfcrt 76T,100,NA,0.024335226,100,NA
2003,Thailand,NA,NA,NA,SEA,9.95,98.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001105833,16045457,3,"Ranong, Chiengmai",2001,2003,pfcrt 76T,119,119,119,Congpuong K,2005,http://www.ncbi.nlm.nih.gov/pubmed/16045457,In vitro data available.,16045457,Molecular epidemiology of drug resistance markers of Plasmodium falciparum malaria in Thailand.,Amodiaquine,pfcrt 76T,100,NA,0.110583345,100,NA
2004,Thailand,NA,NA,NA,SEA,13.73,100.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,18950599,0,Thai borders,2002,2004,pfcrt 76T,110,109,109,Rungsihirunrat K,2009,http://www.ncbi.nlm.nih.gov/pubmed/18950599,In vitro data.,18950599,Association between chloroquine resistance phenotypes and point mutations in pfcrt and pfmdr1 in Plasmodium falciparum isolates from Thailand.,Amodiaquine,pfcrt 76T,99,NA,0,99.09090909,NA
2004,Thailand,NA,NA,NA,SEA,19.71,98.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",9.15189E-05,715,2,Thai-Myanmar border,2004,2004,pfcrt 76T,18,18,18,"Iwagami M, Tangpukdee N, Wilairatana P, Krudsood S, Dao LD, Nakazawa S, Sinuon M, Socheat D, Yasuoka J, Jimba M, Watanabe H, Kobayashi J, Toma H, Vanisaveth V, Hongvanthong B, Brey PT, Kano S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30165262,NA,30165262,Pfcrt genotypes and related microsatellite DNA polymorphisms on Plasmodium falciparum differed among populations in the Greater Mekong Subregion.,Amodiaquine,pfcrt 76T,100,NA,0.009151886,100,NA
2005,Thailand,NA,NA,NA,SEA,19.71,98.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000101912,715,4,Thai-Myanmar border,2005,2005,pfcrt 76T,5,5,5,"Iwagami M, Tangpukdee N, Wilairatana P, Krudsood S, Dao LD, Nakazawa S, Sinuon M, Socheat D, Yasuoka J, Jimba M, Watanabe H, Kobayashi J, Toma H, Vanisaveth V, Hongvanthong B, Brey PT, Kano S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30165262,NA,30165262,Pfcrt genotypes and related microsatellite DNA polymorphisms on Plasmodium falciparum differed among populations in the Greater Mekong Subregion.,Amodiaquine,pfcrt 76T,100,NA,0.010191211,100,NA
2000,Timor-Leste,NA,NA,NA,SEA,-8.36,126.9,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00265363,12363066,0,Lautem,2000,2000,pfcrt 76T,48,48,48,Chen N,2002,http://www.ncbi.nlm.nih.gov/pubmed/12363066,Clinical CQ data and post-treatment genotypes,12363066,Short report: Molecular evaluation of the efficacy of chloroquine treatment of uncomplicated Plasmodium falciparum malaria in East Timor.,Amodiaquine,pfcrt 76T,100,NA,0.265363022,100,NA
